borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Gates Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3029300,40.68856507,-73.93027022,81,42043,"{'type': 'Point', 'coordinates': [-73.93027022, 40.68856507]}",56,8,BKN03,BKN034,BKN,25,18181,69,2,49,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=105,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363797'},,
Manhattan,East Village,SE Ave B & E 12 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1002800,40.72799057,-73.97899926,9,42258,"{'type': 'Point', 'coordinates': [-73.97899926, 40.72799057]}",74,10,MN03,MN034,MN,27,11729,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=299,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363991'},,
Bronx,Mott Haven-Port Morris,Padre Plaza Community Garden,"541 E 139th St, Bronx, NY 10454",Padre Plaza Community Garden,Year Round,Monday and Wednesday (Start Time: 12:00 PM - End Time:  5:00 PM),,201,8,2003900,40.80796868,-73.917581,40,42496,"{'type': 'Point', 'coordinates': [-73.917581, 40.80796868]}",84,15,BX01,BX012,BX,29,10932,49,5,35,23,,,,,
Manhattan,Chelsea-Hudson Yards,Hudson River Park Pier 66 at W 26 St,Pier 66 at W 26 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,104,3,1009902,40.752222,-74.008278,10,42364,"{'type': 'Point', 'coordinates': [-74.008278, 40.752222]}",75,12,MN04,MN042,MN,47,12074,12,4,10,6,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,,,,
Manhattan,East Village,NE Avenue A & 7th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1003200,40.72615124,-73.98330253,9,42263,"{'type': 'Point', 'coordinates': [-73.98330253, 40.72615124]}",74,10,MN03,MN034,MN,27,11729,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=304,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363996'},,
Manhattan,Lower East Side,SW E Houston St & Columbia St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1002201,40.71976091,-73.97887822,7,42278,"{'type': 'Point', 'coordinates': [-73.97887822, 40.71976091]}",65,10,MN03,MN033,MN,27,11723,70,4,50,4,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=309,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364001'},,
Manhattan,Murray Hill-Kips Bay,NE 2 Ave & E 29 ST,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1007001,40.74160912,-73.9779265,13,42337,"{'type': 'Point', 'coordinates': [-73.9779265, 40.74160912]}",74,12,MN06,MN062,MN,59,12078,71,4,50,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=282,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363974'},,
Manhattan,East Harlem (North),Carver Community Garden,242 East 124th,Carver Community Garden,Year Round,Wednesday (Start Time: 10:00 AM - End Time:  1:00 PM),,111,8,1019400,40.802223,-73.934723,25,42429,"{'type': 'Point', 'coordinates': [-73.934723, 40.802223]}",68,13,MN11,MN113,MN,30,13093,7,4,35,16,,,,,
Brooklyn,Bushwick (West),SW Knickerbocker Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,34,3042700,40.70378294,-73.92708376,83,42118,"{'type': 'Point', 'coordinates': [-73.92708376, 40.70378294]}",53,7,BKN04,BKN041,BKN,18,13828,42,2,30,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=148,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363840'},,
Queens,Baisley Park,50 Cent Community Garden,"117-15 165th St. Queens, New York, 11434",50 Cent Community Garden,April - November,Saturdays (Start Time: 11:00 AM - End Time:  1:00 PM),,412,28,4028400,40.6846363,-73.7809824,113,42564,"{'type': 'Point', 'coordinates': [-73.7809824, 40.6846363]}",32,5,QE12,QE125,QE,10,24669,41,3,6,71,,,,,
Manhattan,Hell's Kitchen,SW 9 Ave & W 56 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",104,6,1013900,40.7671587,-73.98634963,18,42322,"{'type': 'Point', 'coordinates': [-73.98634963, 40.7671587]}",67,12,MN04,MN043,MN,47,12081,12,4,10,10,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=342,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364034'},,
Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Q Gardens,"58 E 18th St, Brooklyn, NY 11226",Q Gardens,Year Round,"Tuesday, Friday, Saturday, Sunday (Start Time: Tuesday 6:00 PM, Friday - Sunday Dawn - End Time:  Tuesday 8:00 PM. Friday + Saturday all night, Sunday until 4:00PM)","No meat, bones, or dairy.",314,40,3050600,40.649778,-73.963194,70,42510,"{'type': 'Point', 'coordinates': [-73.963194, 40.649778]}",42,9,BKS14,BKS141,BKS,21,13510,60,2,11,43,https://qgardenscf.com/places-to-drop-off-your-compost/,,,,
Staten Island,Rosebank-Shore Acres-Park Hill,NE Vermont Avenue & Hylan Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",501,49,5000800,40.61258951,-74.06930957,120,42190,"{'type': 'Point', 'coordinates': [-74.06930957, 40.61258951]}",63,11,SI01,SI011,SI,23,10692,4,1,13,74,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=214,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363906'},,
Bronx,Tremont,NE East 176th Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",206,15,2039500,40.8460035,-73.8987432,48,42453,"{'type': 'Point', 'coordinates': [-73.8987432, 40.8460035]}",86,15,BX06,BX062,BX,32,10935,35,5,22,31,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=427,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364119'},,
Brooklyn,Bedford-Stuyvesant (East),NW Howard Avenue & Marion Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,41,3037900,40.68085262,-73.91968254,81,42058,"{'type': 'Point', 'coordinates': [-73.91968254, 40.68085262]}",55,8,BKN03,BKN035,BKN,25,13516,69,2,17,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=101,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363793'},,
Brooklyn,Prospect Heights,NE Underhill Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3020500,40.67876437,-73.96537833,77,42131,"{'type': 'Point', 'coordinates': [-73.96537833, 40.67876437]}",44,10,BKN08,BKN081,BKN,25,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=165,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363857'},,
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,NE E 66 St & 1 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1011600,40.7640456,-73.95855414,19,42300,"{'type': 'Point', 'coordinates': [-73.95855414, 40.7640456]}",76,12,MN08,MN081,MN,28,10090,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=250,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363942'},,
Bronx,Throgs Neck-Schuylerville,The Garden at Preston,"2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)",Northeast Bronx Farmers Market Project,March - November,Tuesday (Start Time: 4:00 PM - End Time:  7:00 PM),,210,13,2013200,40.8139813,-73.81908033,45,42041,"{'type': 'Point', 'coordinates': [-73.81908033, 40.8139813]}",82,14,BX10,BX103,BX,34,11274,43,5,12,28,https://www.facebook.com/northeastbronxcommunityfarmersmarket/,,,,
Bronx,Soundview-Bruckner-Bronx River,NW Bruckner Boulevard & Evergreen Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",209,17,2005200,40.82371538,-73.88005123,43,42024,"{'type': 'Point', 'coordinates': [-73.88005123, 40.82371538]}",85,14,BX09,BX091,BX,32,11610,58,5,43,26,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=66,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363758'},,
Brooklyn,Brownsville,Abib Newborn Learning Garden,"495 Osborn St, Brooklyn, NY 11212",Volunteers at Abib Newborn Learning Garden,Year Round,"Monday, Wednesday, Friday (Start Time: 10:00 AM - End Time:  6:00 PM)",,316,41,3092000,40.65952663,-73.90591,73,42485,"{'type': 'Point', 'coordinates': [-73.90591, 40.65952663]}",55,8,BKN16,BKN161,BKN,19,17614,55,2,25,46,https://cityparksfoundation.org/learning-gardens/,,,,
Manhattan,Harlem (South),SW West 122 Street & Malcolm X Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",110,9,1022000,40.80583543,-73.9471316,28,42369,"{'type': 'Point', 'coordinates': [-73.9471316, 40.80583543]}",70,13,MN10,MN101,MN,30,12424,18,4,36,18,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=346,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364038'},,
Manhattan,East Midtown-Turtle Bay,NW E 56 St & 2 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1010803,40.758836,-73.96586281,17,42350,"{'type': 'Point', 'coordinates': [-73.96586281, 40.758836]}",73,12,MN06,MN063,MN,28,12419,71,4,51,9,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=274,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363966'},,
Manhattan,Washington Heights (North),NE W 188 St & Audubon Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1027700,40.85312543,-73.92903912,34,42204,"{'type': 'Point', 'coordinates': [-73.92903912, 40.85312543]}",72,13,MN12,MN123,MN,31,13098,47,4,39,22,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=376,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364068'},,
Bronx,Pelham Bay-Country Club-City Island,SW Jarvis Avenue & Roberts Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",210,13,2026602,40.84592818,-73.82940911,45,42036,"{'type': 'Point', 'coordinates': [-73.82940911, 40.84592818]}",82,14,BX10,BX101,BX,34,11270,43,5,12,28,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=72,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363764'},,
Bronx,Bedford Park,NW Bainbridge Avenue & East Mosholu Parkway S,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",207,11,2041500,40.87214621,-73.88263956,52,42468,"{'type': 'Point', 'coordinates': [-73.88263956, 40.87214621]}",78,13,BX07,BX072,BX,33,10936,24,5,40,34,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=437,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364129'},,
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Zero Waste Stations,Several locations throughout Governors Island,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),,101,1,1000500,40.691403,-74.019696,1,42236,"{'type': 'Point', 'coordinates': [-74.019696, 40.691403]}",61,10,MN01,,MN,26,11725,56,4,32,1,,,,,
Manhattan,East Village,NW 3rd Ave & E 6th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1004200,40.7286517,-73.99090146,9,42268,"{'type': 'Point', 'coordinates': [-73.99090146, 40.7286517]}",66,10,MN03,MN034,MN,27,11724,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=298,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363990'},,
Manhattan,Upper East Side-Carnegie Hill,NW of Lexington Ave & E 68 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,4,1012000,40.76801235,-73.96423429,19,42310,"{'type': 'Point', 'coordinates': [-73.96423429, 40.76801235]}",73,12,MN08,MN081,MN,28,10090,23,4,51,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=268,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363960'},,
Manhattan,Financial District-Battery Park City,SW Broadway & Cedar Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",101,1,1000700,40.70860458,-74.01084945,1,42221,"{'type': 'Point', 'coordinates': [-74.01084945, 40.70860458]}",65,10,MN01,MN011,MN,27,10364,56,4,32,1,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=232,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363924'},,
Queens,Jackson Heights,Jackson Heights Greenmarket,79th St and Northern Blvd,GrowNYC,Year Round,Sunday (Start Time: 8:30 AM - End Time:  2:00 PM),,403,25,4028500,40.753687,-73.886999,115,42542,"{'type': 'Point', 'coordinates': [-73.886999, 40.753687]}",34,6,QW03,QW032,QW,13,14783,65,3,5,73,grownyc.org/compost,,,,
Queens,Forest Hills,Commonpoint Queens in partnership with The Forest Hills Green Team,"NE corner of 67 Rd & 108th Street 67-09 108th St, Forest Hills, NY 11375",Forest Hills Green Team,Year Round,Sunday (Start Time: 10:00 AM - End Time:  1:00 PM),,406,29,4074100,40.728415,-73.84711,112,42532,"{'type': 'Point', 'coordinates': [-73.84711, 40.728415]}",28,6,QW06,QW061,QW,14,14786,40,3,28,70,commonpointqueens.org,,,,
Manhattan,Upper West Side (Central),NE Broadway & W 97 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,7,1018300,40.79530362,-73.97107264,24,42410,"{'type': 'Point', 'coordinates': [-73.97107264, 40.79530362]}",69,12,MN07,MN074,MN,47,12422,20,4,23,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=372,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364064'},,
Queens,Old Astoria-Hallets Point,SW 8th Street & 27th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4008300,40.77405482,-73.93176388,114,42009,"{'type': 'Point', 'coordinates': [-73.93176388, 40.77405482]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=206,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363898'},,
Manhattan,Manhattanville-West Harlem,NW West 133 Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",109,7,1022302,40.81899415,-73.95624071,30,42178,"{'type': 'Point', 'coordinates': [-73.95624071, 40.81899415]}",70,13,MN09,MN092,MN,30,12428,37,4,23,19,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=207,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363899'},,
Manhattan,SoHo-Little Italy-Hudson Square,NW Elizabeth St & Spring St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,1,1004300,40.72142262,-73.99473223,5,42273,"{'type': 'Point', 'coordinates': [-73.99473223, 40.72142262]}",65,10,MN02,MN021,MN,27,12075,57,4,32,2,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=244,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363936'},,
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sunday (Start Time: 12:30 PM - End Time:  2:00 PM),,302,33,3002100,40.701501,-73.98263,84,42500,"{'type': 'Point', 'coordinates': [-73.98263, 40.701501]}",52,10,BKN02,BKN021,BKN,26,16865,68,2,38,54,https://groundcycle.org/,,,,
Manhattan,Harlem (North),NW West 141st Street & Fredrick Douglas Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",110,9,1023000,40.82041375,-73.94368663,32,42378,"{'type': 'Point', 'coordinates': [-73.94368663, 40.82041375]}",70,13,MN10,MN104,MN,30,12427,18,4,36,20,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=386,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364078'},,
Brooklyn,Crown Heights (North),Imani Community Garden,"87-91 Schenectady Ave, Brooklyn, NY 11213",Imani Community Garden,Year Round,"Wednesday and Saturday (Start Time: Saturday 11:00 AM, Wednesday 8:00 AM - End Time:  Saturday 1:00 PM, Wednesday 10:00 AM)",,308,36,3030900,40.67623,-73.93295,77,42163,"{'type': 'Point', 'coordinates': [-73.93295, 40.67623]}",56,9,BKN08,BKN083,BKN,20,17615,16,2,49,49,https://www.facebook.com/Imani-Garden-168006109999475/,,,,
Brooklyn,Crown Heights (North),Crown Heights Franklin Ave Food Scrap Drop-off,Franklin Avenue & Eastern Parkway,GrowNYC,Year Round,Thursday (Start Time: 8:30 AM - End Time:  11:30 AM),,308,35,3021900,40.670745,-73.957743,77,42141,"{'type': 'Point', 'coordinates': [-73.957743, 40.670745]}",57,9,BKN08,BKN081,BKN,20,17618,16,2,48,49,grownyc.org/compost,,,,
Manhattan,Upper East Side-Yorkville,NW York Ave & E 87 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1014402,40.7767445,-73.94647013,19,42295,"{'type': 'Point', 'coordinates': [-73.94647013, 40.7767445]}",76,12,MN08,MN085,MN,29,10099,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=382,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364074'},,
Queens,Kew Gardens,Kew Gardens Cinemas Park,"8105 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens CSA, sponsored by Kew Gardens Cinemas",Year Round,Sunday (Start Time: 8:30 AM - End Time:  12:00 PM),,409,29,4013600,40.70888,-73.82917,102,42549,"{'type': 'Point', 'coordinates': [-73.82917, 40.70888]}",28,5,QW09,QW094,QW,14,24011,46,3,28,60,kewgardenscsa.org,,,,
Bronx,Highbridge,Target Bronx Community Garden,1024 Woodycrest Avenue,Target Bronx Community Garden,Year Round,Monday (Start Time: 10:00 AM - End Time:  5:00 PM),Bins at gate during winter months,204,16,2018900,40.83316,-73.92728,44,42433,"{'type': 'Point', 'coordinates': [-73.92728, 40.83316]}",77,15,BX04,BX041,BX,29,10930,50,5,35,27,www.targetbronxcommunitygarden.org,,,,
Manhattan,Upper West Side (Central),NW Columbus Ave & W 90 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1017700,40.78914316,-73.97035768,24,42405,"{'type': 'Point', 'coordinates': [-73.97035768, 40.78914316]}",69,12,MN07,MN073,MN,47,12421,20,4,19,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=358,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364050'},,
Queens,Sunnyside Yards (South),Sunnyside Greenmarket,Skillman Ave between 42nd St. and 43rd St.,GrowNYC,Year Round,Saturday (Start Time: 9:00 AM - End Time:  1:00 PM),,402,26,4017101,40.746948,-73.921208,108,42537,"{'type': 'Point', 'coordinates': [-73.921208, 40.746948]}",37,7,QW02,QW022,QW,12,16858,53,3,33,66,grownyc.org/compost,,,,
Bronx,Kingsbridge Heights-Van Cortlandt Village,Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx NY 10463",Staff at Kingsbridge Heights Community Center,Year Round,Wednesday (Start Time: 12:00 PM - End Time:  2:00 PM),,208,14,2027700,40.877299,-73.900709,50,42478,"{'type': 'Point', 'coordinates': [-73.900709, 40.877299]}",81,13,BX08,BX081,BX,31,11272,48,5,29,33,www.khcc-nyc.org,,,,
Brooklyn,Bushwick (East),NW Central Avenue & Moffat Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3041100,40.68758323,-73.90656117,83,42103,"{'type': 'Point', 'coordinates': [-73.90656117, 40.68758323]}",54,7,BKN04,BKN043,BKN,18,17214,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=125,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363817'},,
Manhattan,Murray Hill-Kips Bay,NE 1st Ave & E 23 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1006200,40.73699589,-73.97826863,13,42341,"{'type': 'Point', 'coordinates': [-73.97826863, 40.73699589]}",74,12,MN06,MN061,MN,59,12073,71,4,51,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=283,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363975'},,
Queens,Astoria (Central),NW Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007300,40.76701706,-73.92599747,114,42004,"{'type': 'Point', 'coordinates': [-73.92599747, 40.76701706]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=87,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363779'},,
Brooklyn,Williamsburg,McCarren Park Greenmarket,N 12th St and Driggs Ave,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:00 PM),,301,33,3051900,40.71974,-73.953394,94,42529,"{'type': 'Point', 'coordinates': [-73.953394, 40.71974]}",50,7,BKN01,BKN011,BKN,59,17613,36,2,38,57,grownyc.org/compost,,,,
Brooklyn,Bushwick (East),NW Bushwick Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3039500,40.69237838,-73.92284252,83,42086,"{'type': 'Point', 'coordinates': [-73.92284252, 40.69237838]}",53,7,BKN04,BKN042,BKN,18,18181,42,2,30,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=132,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363824'},,
Manhattan,Hell's Kitchen,SE 10 Ave & W 53 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",104,3,1013300,40.76639459,-73.99037572,18,42318,"{'type': 'Point', 'coordinates': [-73.99037572, 40.76639459]}",67,12,MN04,MN043,MN,47,12081,12,4,10,10,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=339,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364031'},,
Manhattan,Harlem (South),Joseph Daniel Wilson Memorial Garden,"219 W 122nd St, New York, NY 10027",Project Harmony,Year Round,Sunday (Start Time: 10:00 AM - End Time:  Dusk),,110,9,1022200,40.8075392,-73.9506789,28,42373,"{'type': 'Point', 'coordinates': [-73.9506789, 40.8075392]}",70,13,MN10,MN101,MN,30,12424,18,4,36,18,https://projectharmonynyc.org/,,,,
